,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
12099,12099,HIND1473151280943,"Yeah, I’ve got it, it’s as clear as water.",2,"[""('Yeah', 'UH')"", ""(',', ',')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'JJ')"", ""('got', 'VBD')"", ""('it', 'PRP')"", ""(',', ',')"", ""('it', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'JJ')"", ""('as', 'RB')"", ""('clear', 'JJ')"", ""('as', 'IN')"", ""('water', 'NN')"", ""('.', '.')""]","[""('water', 'NN')""]"
12100,12100,HIND1473151282270,We get on really well like two peas in a stew.,3,"[""('We', 'PRP')"", ""('get', 'VBP')"", ""('on', 'IN')"", ""('really', 'RB')"", ""('well', 'RB')"", ""('like', 'IN')"", ""('two', 'CD')"", ""('peas', 'NNS')"", ""('in', 'IN')"", ""('a', 'DT')"", ""('stew', 'NN')"", ""('.', '.')""]","[""('stew', 'NN')""]"
12101,12101,HIND1473151282270,We get on really well like two peas in a pot.,3,"[""('We', 'PRP')"", ""('get', 'VBP')"", ""('on', 'IN')"", ""('really', 'RB')"", ""('well', 'RB')"", ""('like', 'IN')"", ""('two', 'CD')"", ""('peas', 'NNS')"", ""('in', 'IN')"", ""('a', 'DT')"", ""('pot', 'NN')"", ""('.', '.')""]","[""('pot', 'NN')""]"
12102,12102,HIND1473151282270,We get on really well like two peas in a pod.,3,"[""('We', 'PRP')"", ""('get', 'VBP')"", ""('on', 'IN')"", ""('really', 'RB')"", ""('well', 'RB')"", ""('like', 'IN')"", ""('two', 'CD')"", ""('peas', 'NNS')"", ""('in', 'IN')"", ""('a', 'DT')"", ""('pod', 'NN')"", ""('.', '.')""]",[]
12103,12103,HIND1473151282270,We get on really well like two peas in a garden.,3,"[""('We', 'PRP')"", ""('get', 'VBP')"", ""('on', 'IN')"", ""('really', 'RB')"", ""('well', 'RB')"", ""('like', 'IN')"", ""('two', 'CD')"", ""('peas', 'NNS')"", ""('in', 'IN')"", ""('a', 'DT')"", ""('garden', 'NN')"", ""('.', '.')""]","[""('garden', 'NN')""]"
12104,12104,HIND1473151283496,"He told them, as bold as brass, exactly what he thought!",1,"[""('He', 'PRP')"", ""('told', 'VBD')"", ""('them', 'PRP')"", ""(',', ',')"", ""('as', 'RB')"", ""('bold', 'JJ')"", ""('as', 'IN')"", ""('brass', 'NN')"", ""(',', ',')"", ""('exactly', 'RB')"", ""('what', 'WP')"", ""('he', 'PRP')"", ""('thought', 'VBD')"", ""('!', '.')""]",[]
12105,12105,HIND1473151283496,"He told them, as bold as a bull, exactly what he thought!",1,"[""('He', 'PRP')"", ""('told', 'VBD')"", ""('them', 'PRP')"", ""(',', ',')"", ""('as', 'RB')"", ""('bold', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('bull', 'NN')"", ""(',', ',')"", ""('exactly', 'RB')"", ""('what', 'WP')"", ""('he', 'PRP')"", ""('thought', 'VBD')"", ""('!', '.')""]","[""('a', 'DT')"", ""('bull', 'NN')""]"
12106,12106,HIND1473151283496,"He told them, as bold as type, exactly what he thought!",1,"[""('He', 'PRP')"", ""('told', 'VBD')"", ""('them', 'PRP')"", ""(',', ',')"", ""('as', 'RB')"", ""('bold', 'JJ')"", ""('as', 'IN')"", ""('type', 'NN')"", ""(',', ',')"", ""('exactly', 'RB')"", ""('what', 'WP')"", ""('he', 'PRP')"", ""('thought', 'VBD')"", ""('!', '.')""]","[""('type', 'NN')""]"
12107,12107,HIND1473151283496,"He told them, as bold as a bear, exactly what he thought!",1,"[""('He', 'PRP')"", ""('told', 'VBD')"", ""('them', 'PRP')"", ""(',', ',')"", ""('as', 'RB')"", ""('bold', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('bear', 'NN')"", ""(',', ',')"", ""('exactly', 'RB')"", ""('what', 'WP')"", ""('he', 'PRP')"", ""('thought', 'VBD')"", ""('!', '.')""]","[""('a', 'DT')"", ""('bear', 'NN')""]"
12108,12108,HIND1473151284793,He has shown such initiative at such a young age; he’s as bright as a button.,1,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('shown', 'VBN')"", ""('such', 'JJ')"", ""('initiative', 'NN')"", ""('at', 'IN')"", ""('such', 'PDT')"", ""('a', 'DT')"", ""('young', 'JJ')"", ""('age', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('bright', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('button', 'NN')"", ""('.', '.')""]",[]
12109,12109,HIND1473151284793,He has shown such initiative at such a young age; he’s as bright as a summer’s day.,1,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('shown', 'VBN')"", ""('such', 'JJ')"", ""('initiative', 'NN')"", ""('at', 'IN')"", ""('such', 'PDT')"", ""('a', 'DT')"", ""('young', 'JJ')"", ""('age', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('bright', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('summer', 'NN')"", ""('’', 'NNP')"", ""('s', 'NN')"", ""('day', 'NN')"", ""('.', '.')""]","[""('s', 'NN')"", ""('summer', 'NN')"", ""('’', 'NNP')"", ""('day', 'NN')""]"
12110,12110,HIND1473151284793,He has shown such initiative at such a young age; he’s as bright as a bun.,1,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('shown', 'VBN')"", ""('such', 'JJ')"", ""('initiative', 'NN')"", ""('at', 'IN')"", ""('such', 'PDT')"", ""('a', 'DT')"", ""('young', 'JJ')"", ""('age', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('bright', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('bun', 'NN')"", ""('.', '.')""]","[""('bun', 'NN')""]"
12111,12111,HIND1473151284793,He has shown such initiative at such a young age; he’s as bright as a lake.,1,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('shown', 'VBN')"", ""('such', 'JJ')"", ""('initiative', 'NN')"", ""('at', 'IN')"", ""('such', 'PDT')"", ""('a', 'DT')"", ""('young', 'JJ')"", ""('age', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('bright', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('lake', 'NN')"", ""('.', '.')""]","[""('lake', 'NN')""]"
12112,12112,HIND1473151286096,I want you to polish this table until it’s as clean as a glass.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('you', 'PRP')"", ""('to', 'TO')"", ""('polish', 'VB')"", ""('this', 'DT')"", ""('table', 'NN')"", ""('until', 'IN')"", ""('it', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('clean', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('glass', 'NN')""]"
12113,12113,HIND1473151286096,I want you to polish this table until it’s as clean as a bean.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('you', 'PRP')"", ""('to', 'TO')"", ""('polish', 'VB')"", ""('this', 'DT')"", ""('table', 'NN')"", ""('until', 'IN')"", ""('it', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('clean', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('bean', 'NN')"", ""('.', '.')""]","[""('bean', 'NN')""]"
12114,12114,HIND1473151286096,I want you to polish this table until it’s as clean as a whistle.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('you', 'PRP')"", ""('to', 'TO')"", ""('polish', 'VB')"", ""('this', 'DT')"", ""('table', 'NN')"", ""('until', 'IN')"", ""('it', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('clean', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('whistle', 'NN')"", ""('.', '.')""]",[]
12115,12115,HIND1473151286096,I want you to polish this table until it’s as clean as a clock.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('you', 'PRP')"", ""('to', 'TO')"", ""('polish', 'VB')"", ""('this', 'DT')"", ""('table', 'NN')"", ""('until', 'IN')"", ""('it', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('clean', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('clock', 'NN')"", ""('.', '.')""]","[""('clock', 'NN')""]"
12116,12116,HIND1473151287535,He won’t be able to hear you; he’s as deaf as a dog.,4,"[""('He', 'PRP')"", ""('won', 'VBD')"", ""('’', 'NNP')"", ""('t', 'NN')"", ""('be', 'VB')"", ""('able', 'JJ')"", ""('to', 'TO')"", ""('hear', 'VB')"", ""('you', 'PRP')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('deaf', 'NN')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]","[""('dog', 'NN')""]"
12117,12117,HIND1473151287535,He won’t be able to hear you; he’s as deaf as a doornail.,4,"[""('He', 'PRP')"", ""('won', 'VBD')"", ""('’', 'NNP')"", ""('t', 'NN')"", ""('be', 'VB')"", ""('able', 'JJ')"", ""('to', 'TO')"", ""('hear', 'VB')"", ""('you', 'PRP')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('deaf', 'NN')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('doornail', 'NN')"", ""('.', '.')""]","[""('doornail', 'NN')""]"
12118,12118,HIND1473151287535,He won’t be able to hear you; he’s as deaf as a dodo.,4,"[""('He', 'PRP')"", ""('won', 'VBD')"", ""('’', 'NNP')"", ""('t', 'NN')"", ""('be', 'VB')"", ""('able', 'JJ')"", ""('to', 'TO')"", ""('hear', 'VB')"", ""('you', 'PRP')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('deaf', 'NN')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('dodo', 'NN')"", ""('.', '.')""]","[""('dodo', 'NN')""]"
12119,12119,HIND1473151287535,He won’t be able to hear you; he’s as deaf as a post.,4,"[""('He', 'PRP')"", ""('won', 'VBD')"", ""('’', 'NNP')"", ""('t', 'NN')"", ""('be', 'VB')"", ""('able', 'JJ')"", ""('to', 'TO')"", ""('hear', 'VB')"", ""('you', 'PRP')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('deaf', 'NN')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('post', 'NN')"", ""('.', '.')""]",[]
12120,12120,HIND1473151288927,"The twins, alike in looks, are nevertheless as different as chalk and chocolate.",2,"[""('The', 'DT')"", ""('twins', 'NNS')"", ""(',', ',')"", ""('alike', 'RB')"", ""('in', 'IN')"", ""('looks', 'NNS')"", ""(',', ',')"", ""('are', 'VBP')"", ""('nevertheless', 'RB')"", ""('as', 'RB')"", ""('different', 'JJ')"", ""('as', 'IN')"", ""('chalk', 'NN')"", ""('and', 'CC')"", ""('chocolate', 'NN')"", ""('.', '.')""]","[""('chocolate', 'NN')""]"
12121,12121,HIND1473151288927,"The twins, alike in looks, are nevertheless as different as chalk and cheese.",2,"[""('The', 'DT')"", ""('twins', 'NNS')"", ""(',', ',')"", ""('alike', 'RB')"", ""('in', 'IN')"", ""('looks', 'NNS')"", ""(',', ',')"", ""('are', 'VBP')"", ""('nevertheless', 'RB')"", ""('as', 'RB')"", ""('different', 'JJ')"", ""('as', 'IN')"", ""('chalk', 'NN')"", ""('and', 'CC')"", ""('cheese', 'NN')"", ""('.', '.')""]",[]
12122,12122,HIND1473151288927,"The twins, alike in looks, are nevertheless as different as chalk and nail.",2,"[""('The', 'DT')"", ""('twins', 'NNS')"", ""(',', ',')"", ""('alike', 'RB')"", ""('in', 'IN')"", ""('looks', 'NNS')"", ""(',', ',')"", ""('are', 'VBP')"", ""('nevertheless', 'RB')"", ""('as', 'RB')"", ""('different', 'JJ')"", ""('as', 'IN')"", ""('chalk', 'NN')"", ""('and', 'CC')"", ""('nail', 'NN')"", ""('.', '.')""]","[""('nail', 'NN')""]"
12123,12123,HIND1473151288927,"The twins, alike in looks, are nevertheless as different as chalk and talk.",2,"[""('The', 'DT')"", ""('twins', 'NNS')"", ""(',', ',')"", ""('alike', 'RB')"", ""('in', 'IN')"", ""('looks', 'NNS')"", ""(',', ',')"", ""('are', 'VBP')"", ""('nevertheless', 'RB')"", ""('as', 'RB')"", ""('different', 'JJ')"", ""('as', 'IN')"", ""('chalk', 'NN')"", ""('and', 'CC')"", ""('talk', 'NN')"", ""('.', '.')""]","[""('talk', 'NN')""]"
12124,12124,HIND1473151290295,I slept incredibly deeply and woke up as fresh as a daisy.,1,"[""('I', 'PRP')"", ""('slept', 'VBD')"", ""('incredibly', 'RB')"", ""('deeply', 'RB')"", ""('and', 'CC')"", ""('woke', 'VBD')"", ""('up', 'RP')"", ""('as', 'RB')"", ""('fresh', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('daisy', 'NN')"", ""('.', '.')""]",[]
12125,12125,HIND1473151290295,I slept incredibly deeply and woke up as fresh as a river.,1,"[""('I', 'PRP')"", ""('slept', 'VBD')"", ""('incredibly', 'RB')"", ""('deeply', 'RB')"", ""('and', 'CC')"", ""('woke', 'VBD')"", ""('up', 'RP')"", ""('as', 'RB')"", ""('fresh', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('river', 'NN')"", ""('.', '.')""]","[""('river', 'NN')""]"
12126,12126,HIND1473151290295,I slept incredibly deeply and woke up as fresh as a fish.,1,"[""('I', 'PRP')"", ""('slept', 'VBD')"", ""('incredibly', 'RB')"", ""('deeply', 'RB')"", ""('and', 'CC')"", ""('woke', 'VBD')"", ""('up', 'RP')"", ""('as', 'RB')"", ""('fresh', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('fish', 'NN')"", ""('.', '.')""]","[""('fish', 'NN')""]"
12127,12127,HIND1473151290295,I slept incredibly deeply and woke up as fresh as a foal.,1,"[""('I', 'PRP')"", ""('slept', 'VBD')"", ""('incredibly', 'RB')"", ""('deeply', 'RB')"", ""('and', 'CC')"", ""('woke', 'VBD')"", ""('up', 'RP')"", ""('as', 'RB')"", ""('fresh', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('foal', 'NN')"", ""('.', '.')""]","[""('foal', 'NN')""]"
12128,12128,HIND1473151291572,He will never stop fighting; he’s as hard as wood.,4,"[""('He', 'PRP')"", ""('will', 'MD')"", ""('never', 'RB')"", ""('stop', 'VB')"", ""('fighting', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('hard', 'JJ')"", ""('as', 'IN')"", ""('wood', 'NN')"", ""('.', '.')""]","[""('wood', 'NN')""]"
12129,12129,HIND1473151291572,He will never stop fighting; he’s as hard as stone.,4,"[""('He', 'PRP')"", ""('will', 'MD')"", ""('never', 'RB')"", ""('stop', 'VB')"", ""('fighting', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('hard', 'JJ')"", ""('as', 'IN')"", ""('stone', 'NN')"", ""('.', '.')""]","[""('stone', 'NN')""]"
12130,12130,HIND1473151291572,He will never stop fighting; he’s as hard as iron.,4,"[""('He', 'PRP')"", ""('will', 'MD')"", ""('never', 'RB')"", ""('stop', 'VB')"", ""('fighting', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('hard', 'JJ')"", ""('as', 'IN')"", ""('iron', 'NN')"", ""('.', '.')""]","[""('iron', 'NN')""]"
12131,12131,HIND1473151291572,He will never stop fighting; he’s as hard as nails.,4,"[""('He', 'PRP')"", ""('will', 'MD')"", ""('never', 'RB')"", ""('stop', 'VB')"", ""('fighting', 'NN')"", ""(';', ':')"", ""('he', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'CC')"", ""('as', 'RB')"", ""('hard', 'JJ')"", ""('as', 'IN')"", ""('nails', 'NNS')"", ""('.', '.')""]",[]
12132,12132,HIND1473151294800,You should see him put them away; he can drink like a sink.,2,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('see', 'VB')"", ""('him', 'PRP')"", ""('put', 'VB')"", ""('them', 'PRP')"", ""('away', 'RB')"", ""(';', ':')"", ""('he', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('sink', 'NN')"", ""('.', '.')""]","[""('sink', 'NN')""]"
12133,12133,HIND1473151294800,You should see him put them away; he can drink like a fish.,2,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('see', 'VB')"", ""('him', 'PRP')"", ""('put', 'VB')"", ""('them', 'PRP')"", ""('away', 'RB')"", ""(';', ':')"", ""('he', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('fish', 'NN')"", ""('.', '.')""]",[]
12134,12134,HIND1473151294800,You should see him put them away; he can drink like a ox.,2,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('see', 'VB')"", ""('him', 'PRP')"", ""('put', 'VB')"", ""('them', 'PRP')"", ""('away', 'RB')"", ""(';', ':')"", ""('he', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('ox', 'NN')"", ""('.', '.')""]","[""('ox', 'NN')""]"
12135,12135,HIND1473151294800,You should see him put them away; he can drink like a river.,2,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('see', 'VB')"", ""('him', 'PRP')"", ""('put', 'VB')"", ""('them', 'PRP')"", ""('away', 'RB')"", ""(';', ':')"", ""('he', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('river', 'NN')"", ""('.', '.')""]","[""('river', 'NN')""]"
12136,12136,HIND1473151301191,It’s been a hard day’s night and I’ve been working like a donkey.,3,"[""('It', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'RB')"", ""('been', 'VBN')"", ""('a', 'DT')"", ""('hard', 'JJ')"", ""('day', 'NN')"", ""('’', 'NNP')"", ""('s', 'NN')"", ""('night', 'NN')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'RB')"", ""('been', 'VBN')"", ""('working', 'VBG')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('donkey', 'NN')"", ""('.', '.')""]","[""('donkey', 'NN')""]"
12137,12137,HIND1473151301191,It’s been a hard day’s night and I’ve been working like a whale.,3,"[""('It', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'RB')"", ""('been', 'VBN')"", ""('a', 'DT')"", ""('hard', 'JJ')"", ""('day', 'NN')"", ""('’', 'NNP')"", ""('s', 'NN')"", ""('night', 'NN')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'RB')"", ""('been', 'VBN')"", ""('working', 'VBG')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('whale', 'NN')"", ""('.', '.')""]","[""('whale', 'NN')""]"
12138,12138,HIND1473151301191,It’s been a hard day’s night and I’ve been working like a dog.,3,"[""('It', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'RB')"", ""('been', 'VBN')"", ""('a', 'DT')"", ""('hard', 'JJ')"", ""('day', 'NN')"", ""('’', 'NNP')"", ""('s', 'NN')"", ""('night', 'NN')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'RB')"", ""('been', 'VBN')"", ""('working', 'VBG')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]",[]
12139,12139,HIND1473151301191,It’s been a hard day’s night and I’ve been working like a slave.,3,"[""('It', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'RB')"", ""('been', 'VBN')"", ""('a', 'DT')"", ""('hard', 'JJ')"", ""('day', 'NN')"", ""('’', 'NNP')"", ""('s', 'NN')"", ""('night', 'NN')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'RB')"", ""('been', 'VBN')"", ""('working', 'VBG')"", ""('like', 'IN')"", ""('a', 'DT')"", ""('slave', 'NN')"", ""('.', '.')""]","[""('slave', 'NN')""]"
12140,12140,HIND1473151302984,You’ll have to run like the rain to get there on time.,4,"[""('You', 'PRP')"", ""('’', 'VBP')"", ""('ll', 'NNS')"", ""('have', 'VBP')"", ""('to', 'TO')"", ""('run', 'VB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('rain', 'NN')"", ""('to', 'TO')"", ""('get', 'VB')"", ""('there', 'RB')"", ""('on', 'IN')"", ""('time', 'NN')"", ""('.', '.')""]","[""('rain', 'NN')""]"
12141,12141,HIND1473151302984,You’ll have to run like the tide to get there on time.,4,"[""('You', 'PRP')"", ""('’', 'VBP')"", ""('ll', 'NNS')"", ""('have', 'VBP')"", ""('to', 'TO')"", ""('run', 'VB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('tide', 'NN')"", ""('to', 'TO')"", ""('get', 'VB')"", ""('there', 'RB')"", ""('on', 'IN')"", ""('time', 'NN')"", ""('.', '.')""]","[""('tide', 'NN')""]"
12142,12142,HIND1473151302984,You’ll have to run like the night to get there on time.,4,"[""('You', 'PRP')"", ""('’', 'VBP')"", ""('ll', 'NNS')"", ""('have', 'VBP')"", ""('to', 'TO')"", ""('run', 'VB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('night', 'NN')"", ""('to', 'TO')"", ""('get', 'VB')"", ""('there', 'RB')"", ""('on', 'IN')"", ""('time', 'NN')"", ""('.', '.')""]","[""('night', 'NN')""]"
12143,12143,HIND1473151302984,You’ll have to run like the wind to get there on time.,4,"[""('You', 'PRP')"", ""('’', 'VBP')"", ""('ll', 'NNS')"", ""('have', 'VBP')"", ""('to', 'TO')"", ""('run', 'VB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('wind', 'NN')"", ""('to', 'TO')"", ""('get', 'VB')"", ""('there', 'RB')"", ""('on', 'IN')"", ""('time', 'NN')"", ""('.', '.')""]",[]
12144,12144,HIND1473151305643,I feel as free as a night now I’m rid of my old job.,3,"[""('I', 'PRP')"", ""('feel', 'VBP')"", ""('as', 'RB')"", ""('free', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('night', 'NN')"", ""('now', 'RB')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('m', 'JJ')"", ""('rid', 'NN')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('old', 'JJ')"", ""('job', 'NN')"", ""('.', '.')""]","[""('night', 'NN')""]"
12145,12145,HIND1473151305643,I feel as free as a ferry now I’m rid of my old job.,3,"[""('I', 'PRP')"", ""('feel', 'VBP')"", ""('as', 'RB')"", ""('free', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('ferry', 'NN')"", ""('now', 'RB')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('m', 'JJ')"", ""('rid', 'NN')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('old', 'JJ')"", ""('job', 'NN')"", ""('.', '.')""]","[""('ferry', 'NN')""]"
12146,12146,HIND1473151305643,I feel as free as a bird now I’m rid of my old job.,3,"[""('I', 'PRP')"", ""('feel', 'VBP')"", ""('as', 'RB')"", ""('free', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('bird', 'NN')"", ""('now', 'RB')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('m', 'JJ')"", ""('rid', 'NN')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('old', 'JJ')"", ""('job', 'NN')"", ""('.', '.')""]",[]
12147,12147,HIND1473151305643,I feel as free as a storm now I’m rid of my old job.,3,"[""('I', 'PRP')"", ""('feel', 'VBP')"", ""('as', 'RB')"", ""('free', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('storm', 'NN')"", ""('now', 'RB')"", ""('I', 'PRP')"", ""('’', 'VBP')"", ""('m', 'JJ')"", ""('rid', 'NN')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('old', 'JJ')"", ""('job', 'NN')"", ""('.', '.')""]","[""('storm', 'NN')""]"
12148,12148,HIND1473151306735,I can say without hesitation that he is as mad as a frog.,2,"[""('I', 'PRP')"", ""('can', 'MD')"", ""('say', 'VB')"", ""('without', 'IN')"", ""('hesitation', 'NN')"", ""('that', 'IN')"", ""('he', 'PRP')"", ""('is', 'VBZ')"", ""('as', 'RB')"", ""('mad', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('frog', 'NN')"", ""('.', '.')""]","[""('frog', 'NN')""]"
12149,12149,HIND1473151306735,I can say without hesitation that he is as mad as a hatter.,2,"[""('I', 'PRP')"", ""('can', 'MD')"", ""('say', 'VB')"", ""('without', 'IN')"", ""('hesitation', 'NN')"", ""('that', 'IN')"", ""('he', 'PRP')"", ""('is', 'VBZ')"", ""('as', 'RB')"", ""('mad', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('hatter', 'NN')"", ""('.', '.')""]",[]
12150,12150,HIND1473151306735,I can say without hesitation that he is as mad as a cad.,2,"[""('I', 'PRP')"", ""('can', 'MD')"", ""('say', 'VB')"", ""('without', 'IN')"", ""('hesitation', 'NN')"", ""('that', 'IN')"", ""('he', 'PRP')"", ""('is', 'VBZ')"", ""('as', 'RB')"", ""('mad', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('cad', 'NN')"", ""('.', '.')""]","[""('cad', 'NN')""]"
12151,12151,HIND1473151306735,I can say without hesitation that he is as mad as a hare.,2,"[""('I', 'PRP')"", ""('can', 'MD')"", ""('say', 'VB')"", ""('without', 'IN')"", ""('hesitation', 'NN')"", ""('that', 'IN')"", ""('he', 'PRP')"", ""('is', 'VBZ')"", ""('as', 'RB')"", ""('mad', 'JJ')"", ""('as', 'IN')"", ""('a', 'DT')"", ""('hare', 'NN')"", ""('.', '.')""]","[""('hare', 'NN')""]"
12152,12152,HIND1473151309335,You should listen to her; she’s as old as the night.,4,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('listen', 'VB')"", ""('to', 'TO')"", ""('her', 'PRP$')"", ""(';', ':')"", ""('she', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'NN')"", ""('as', 'RB')"", ""('old', 'JJ')"", ""('as', 'IN')"", ""('the', 'DT')"", ""('night', 'NN')"", ""('.', '.')""]","[""('night', 'NN')""]"
12153,12153,HIND1473151309335,You should listen to her; she’s as old as the time.,4,"[""('You', 'PRP')"", ""('should', 'MD')"", ""('listen', 'VB')"", ""('to', 'TO')"", ""('her', 'PRP$')"", ""(';', ':')"", ""('she', 'PRP')"", ""('’', 'VBZ')"", ""('s', 'NN')"", ""('as', 'RB')"", ""('old', 'JJ')"", ""('as', 'IN')"", ""('the', 'DT')"", ""('time', 'NN')"", ""('.', '.')""]","[""('time', 'NN')""]"
