Slide ID,Options,Correct ID,pos_array
HIND3535222,My brother and sister is smart.,2,"[('My', 'PRP$'), ('brother', 'NN'), ('and', 'CC'), ('sister', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3535222,My brother and sister are smart.,2,"[('My', 'PRP$'), ('brother', 'NN'), ('and', 'CC'), ('sister', 'NN'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND3535222,My brother and sister am smart.,2,"[('My', 'PRP$'), ('brother', 'NN'), ('and', 'CC'), ('sister', 'NN'), ('am', 'VBP'), ('smart', 'RB'), ('.', '.')]"
HIND3535222,,2,[]
HIND4186197,<default-male-name>''s bag is in the table.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('table', 'NN'), ('.', '.')]"
HIND4186197,<default-male-name>''s bag is at the table.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('the', 'DT'), ('table', 'NN'), ('.', '.')]"
HIND4186197,<default-male-name>''s bag is on the table.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('table', 'NN'), ('.', '.')]"
HIND4186197,,3,[]
HIND3226147,She don't speak English.,2,"[('She', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('speak', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3226147,She doesn't speak English.,2,"[('She', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('speak', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3226147,She is not speak English.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3226147,,2,[]
HIND2906274,They are from America. They is Chinese.,2,"[('They', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('They', 'PRP'), ('is', 'VBZ'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2906274,They are from America. They are American.,2,"[('They', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('They', 'PRP'), ('are', 'VBP'), ('American', 'JJ'), ('.', '.')]"
HIND2906274,They are from America. They are Indian.,2,"[('They', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('They', 'PRP'), ('are', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
HIND2906274,They are from America. They have American.,2,"[('They', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('They', 'PRP'), ('have', 'VBP'), ('American', 'JJ'), ('.', '.')]"
HIND2918718,"She's is from England, she is British.",3,"[('She', 'PRP'), (""'s"", 'VBZ'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2918718,"She'm from England, she is British.",3,"[('She', 'PRP'), (""'m"", 'VBP'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2918718,"She's from England, she is British.",3,"[('She', 'PRP'), (""'s"", 'VBZ'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2918718,"She're from England, she is British.",3,"[('She', 'PRP'), (""'re"", 'VBP'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND4765552,Can I have a milk?,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('milk', 'NN'), ('?', '.')]"
HIND4765552,Can I have few milk?,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VBP'), ('few', 'JJ'), ('milk', 'NN'), ('?', '.')]"
HIND4765552,Can I have some milk?,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VB'), ('some', 'DT'), ('milk', 'NN'), ('?', '.')]"
HIND4765552,,3,[]
HIND3867136,I hear with my hands.,3,"[('I', 'PRP'), ('hear', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('hands', 'NNS'), ('.', '.')]"
HIND3867136,I see with my hands.,3,"[('I', 'PRP'), ('see', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('hands', 'NNS'), ('.', '.')]"
HIND3867136,I eat with my hands.,3,"[('I', 'PRP'), ('eat', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('hands', 'NNS'), ('.', '.')]"
HIND3867136,,3,[]
HIND2962773,They're not Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2962773,They're are not Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('are', 'VBP'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2962773,They's not Chinese.,1,"[('They', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2962773,They aren't not Chinese.,1,"[('They', 'PRP'), ('are', 'VBP'), (""n't"", 'RB'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND4103463,I cook at the kitchen.,3,"[('I', 'PRP'), ('cook', 'VBP'), ('at', 'IN'), ('the', 'DT'), ('kitchen', 'NN'), ('.', '.')]"
HIND4103463,I cook on the kitchen.,3,"[('I', 'PRP'), ('cook', 'VBP'), ('on', 'IN'), ('the', 'DT'), ('kitchen', 'NN'), ('.', '.')]"
HIND4103463,I cook in the kitchen.,3,"[('I', 'PRP'), ('cook', 'VBP'), ('in', 'IN'), ('the', 'DT'), ('kitchen', 'NN'), ('.', '.')]"
HIND4103463,,3,[]
HIND2867061,I am from a city in <state-name>.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('a', 'DT'), ('city', 'NN'), ('in', 'IN'), ('Rajasthan', 'NNP'), ('.', '.')]"
HIND2867061,I am for a city in <state-name>.,1,"[('I', 'PRP'), ('am', 'VBP'), ('for', 'IN'), ('a', 'DT'), ('city', 'NN'), ('in', 'IN'), ('Rajasthan', 'NNP'), ('.', '.')]"
HIND2867061,I am come from a city in <state-name>.,1,"[('I', 'PRP'), ('am', 'VBP'), ('come', 'VBN'), ('from', 'IN'), ('a', 'DT'), ('city', 'NN'), ('in', 'IN'), ('Rajasthan', 'NNP'), ('.', '.')]"
HIND2867061,I am belong to a city in <state-name>.,1,"[('I', 'PRP'), ('am', 'VBP'), ('belong', 'RB'), ('to', 'TO'), ('a', 'DT'), ('city', 'NN'), ('in', 'IN'), ('Rajasthan', 'NNP'), ('.', '.')]"
HIND2967252,My name isn''t <female-name2>.,1,"[('My', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), (""n't"", 'RB'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2967252,My name is not is <female-name2>.,1,"[('My', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('is', 'VBZ'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2967252,My name isn''t not <female-name2>.,1,"[('My', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), (""n't"", 'RB'), ('not', 'RB'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2967252,,1,[]
HIND3823736,My bag is a white.,3,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('white', 'JJ'), ('.', '.')]"
HIND3823736,My bag is the white.,3,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('white', 'JJ'), ('.', '.')]"
HIND3823736,My bag is white.,3,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('white', 'JJ'), ('.', '.')]"
HIND3823736,,3,[]
HIND4816466,Those women am very pretty.,2,"[('Those', 'DT'), ('women', 'NNS'), ('am', 'VBP'), ('very', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND4816466,Those women are very pretty.,2,"[('Those', 'DT'), ('women', 'NNS'), ('are', 'VBP'), ('very', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND4816466,Those women has very pretty.,2,"[('Those', 'DT'), ('women', 'NNS'), ('has', 'VBZ'), ('very', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND4816466,Those women is very pretty.,2,"[('Those', 'DT'), ('women', 'NNS'), ('is', 'VBZ'), ('very', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND3940944,Do you have a boy-friend?,1,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('boy-friend', 'NN'), ('?', '.')]"
HIND3940944,Do you has a boy-friend?,1,"[('Do', 'NNP'), ('you', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('boy-friend', 'NN'), ('?', '.')]"
HIND3940944,Do you are have a boy-friend?,1,"[('Do', 'VB'), ('you', 'PRP'), ('are', 'VBP'), ('have', 'VB'), ('a', 'DT'), ('boy-friend', 'NN'), ('?', '.')]"
HIND3940944,,1,[]
HIND4602479,There are many famous beaches in Delhi.,2,"[('There', 'EX'), ('are', 'VBP'), ('many', 'JJ'), ('famous', 'JJ'), ('beaches', 'NNS'), ('in', 'IN'), ('Delhi', 'NNP'), ('.', '.')]"
HIND4602479,There are many famous restaurants in Delhi.,2,"[('There', 'EX'), ('are', 'VBP'), ('many', 'JJ'), ('famous', 'JJ'), ('restaurants', 'NNS'), ('in', 'IN'), ('Delhi', 'NNP'), ('.', '.')]"
HIND4602479,There are many famous park in Delhi.,2,"[('There', 'EX'), ('are', 'VBP'), ('many', 'JJ'), ('famous', 'JJ'), ('park', 'NN'), ('in', 'IN'), ('Delhi', 'NNP'), ('.', '.')]"
HIND4602479,,2,[]
HIND3615323,How many bags are them ?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('are', 'VBP'), ('them', 'PRP'), ('?', '.')]"
HIND3615323,How many bags are their ?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('are', 'VBP'), ('their', 'PRP$'), ('?', '.')]"
HIND3615323,How many bags are there ?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('?', '.')]"
HIND3615323,,3,[]
HIND3142214,They speak English.,1,"[('They', 'PRP'), ('speak', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3142214,They speaks English.,1,"[('They', 'PRP'), ('speaks', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3142214,They are speak English.,1,"[('They', 'PRP'), ('are', 'VBP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3142214,They are speaks English.,1,"[('They', 'PRP'), ('are', 'VBP'), ('speaks', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND4846703,He has a apples.,3,"[('He', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4846703,He has any apples.,3,"[('He', 'PRP'), ('has', 'VBZ'), ('any', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4846703,He has some apples.,3,"[('He', 'PRP'), ('has', 'VBZ'), ('some', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4846703,,3,[]
HIND2932196,We are not teachers.,1,"[('We', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('teachers', 'NNS'), ('.', '.')]"
HIND2932196,We is not teachers.,1,"[('We', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('teachers', 'NNS'), ('.', '.')]"
HIND2932196,We am not teachers.,1,"[('We', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('teachers', 'NNS'), ('.', '.')]"
HIND2932196,We are not a teachers.,1,"[('We', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('a', 'DT'), ('teachers', 'NNS'), ('.', '.')]"
HIND4857128,She doesn't have a ideas for the project.,2,"[('She', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('a', 'DT'), ('ideas', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('project', 'NN'), ('.', '.')]"
HIND4857128,She doesn't have any ideas for the project.,2,"[('She', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('any', 'DT'), ('ideas', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('project', 'NN'), ('.', '.')]"
HIND4857128,She doesn't have some ideas for the project.,2,"[('She', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('some', 'DT'), ('ideas', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('project', 'NN'), ('.', '.')]"
HIND4857128,,2,[]
HIND4219132,<default-male-name> is house is behind the airport.,3,"[('John', 'NNP'), ('is', 'VBZ'), ('house', 'NN'), ('is', 'VBZ'), ('behind', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4219132,<default-male-name> house is behind the airport.,3,"[('John', 'NNP'), ('house', 'NN'), ('is', 'VBZ'), ('behind', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4219132,<default-male-name>''s house is behind the airport.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('house', 'NN'), ('is', 'VBZ'), ('behind', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4219132,,3,[]
HIND4547227,There isn't five rooms in this house.,2,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('five', 'CD'), ('rooms', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4547227,There are five rooms in this house.,2,"[('There', 'EX'), ('are', 'VBP'), ('five', 'CD'), ('rooms', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4547227,There is five rooms in this house.,2,"[('There', 'EX'), ('is', 'VBZ'), ('five', 'CD'), ('rooms', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4547227,,2,[]
HIND2953467,<male-name2> is not from America. He not American.,2,"[('John', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('He', 'PRP'), ('not', 'RB'), ('American', 'NNP'), ('.', '.')]"
HIND2953467,<male-name2> is not from America. He is not American.,2,"[('John', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('American', 'JJ'), ('.', '.')]"
HIND2953467,<male-name2> is not from America. He''s not is American.,2,"[('John', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('He', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('is', 'VBZ'), ('American', 'JJ'), ('.', '.')]"
HIND2953467,<male-name2> is not from America. He don''t American.,2,"[('John', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.'), ('He', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('American', 'NNP'), ('.', '.')]"
HIND4216601,Japan is capital is Tokyo.,3,"[('Japan', 'NNP'), ('is', 'VBZ'), ('capital', 'NN'), ('is', 'VBZ'), ('Tokyo', 'NNP'), ('.', '.')]"
HIND4216601,Japan of capital is Tokyo.,3,"[('Japan', 'NNP'), ('of', 'IN'), ('capital', 'NN'), ('is', 'VBZ'), ('Tokyo', 'NNP'), ('.', '.')]"
HIND4216601,Japan's capital is Tokyo.,3,"[('Japan', 'NNP'), (""'s"", 'POS'), ('capital', 'NN'), ('is', 'VBZ'), ('Tokyo', 'NNP'), ('.', '.')]"
HIND4216601,,3,[]
HIND3570279,This is her sister.,1,"[('This', 'DT'), ('is', 'VBZ'), ('her', 'PRP$'), ('sister', 'NN'), ('.', '.')]"
HIND3570279,This is hers sister.,1,"[('This', 'DT'), ('is', 'VBZ'), ('hers', 'NNS'), ('sister', 'RBR'), ('.', '.')]"
HIND3570279,This is she sister.,1,"[('This', 'DT'), ('is', 'VBZ'), ('she', 'PRP'), ('sister', 'NN'), ('.', '.')]"
HIND3570279,,1,[]
HIND3923032,I has two sons.,2,"[('I', 'PRP'), ('has', 'VBZ'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3923032,I have two sons.,2,"[('I', 'PRP'), ('have', 'VBP'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3923032,I am have two sons.,2,"[('I', 'PRP'), ('am', 'VBP'), ('have', 'VBP'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3923032,,2,[]
HIND4787804,Can I have a rice.,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('rice', 'NN'), ('.', '.')]"
HIND4787804,Can I have many rice.,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VBP'), ('many', 'JJ'), ('rice', 'NN'), ('.', '.')]"
HIND4787804,Can I have some rice.,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VB'), ('some', 'DT'), ('rice', 'NN'), ('.', '.')]"
HIND4787804,Can I have few rice.,3,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VBP'), ('few', 'JJ'), ('rice', 'NN'), ('.', '.')]"
HIND2846973,What's up?,1,"[('What', 'WP'), (""'s"", 'VBZ'), ('up', 'RP'), ('?', '.')]"
HIND2846973,What're up?,1,"[('What', 'WP'), (""'re"", 'VBP'), ('up', 'RP'), ('?', '.')]"
HIND2846973,What up?,1,"[('What', 'WP'), ('up', 'RP'), ('?', '.')]"
HIND2846973,How's up?,1,"[('How', 'WRB'), (""'s"", 'VBZ'), ('up', 'RP'), ('?', '.')]"
HIND4163976,She is sitting in the chair.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('sitting', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('chair', 'NN'), ('.', '.')]"
HIND4163976,She is sitting at the chair.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('sitting', 'VBG'), ('at', 'IN'), ('the', 'DT'), ('chair', 'NN'), ('.', '.')]"
HIND4163976,She is sitting on the chair.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('sitting', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('chair', 'NN'), ('.', '.')]"
HIND4163976,,3,[]
HIND3869273,I hear with my feet.,2,"[('I', 'PRP'), ('hear', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('feet', 'NNS'), ('.', '.')]"
HIND3869273,I walk with my feet.,2,"[('I', 'PRP'), ('walk', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('feet', 'NNS'), ('.', '.')]"
HIND3869273,I see with my feet.,2,"[('I', 'PRP'), ('see', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('feet', 'NNS'), ('.', '.')]"
HIND3869273,,2,[]
HIND4215319,My father's bag is under the bed.,1,"[('My', 'PRP$'), ('father', 'NN'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('under', 'IN'), ('the', 'DT'), ('bed', 'NN'), ('.', '.')]"
HIND4215319,My father is bag is under the bed.,1,"[('My', 'PRP$'), ('father', 'NN'), ('is', 'VBZ'), ('bag', 'VBN'), ('is', 'VBZ'), ('under', 'IN'), ('the', 'DT'), ('bed', 'NN'), ('.', '.')]"
HIND4215319,My father has bag is under the bed.,1,"[('My', 'PRP$'), ('father', 'NN'), ('has', 'VBZ'), ('bag', 'VBN'), ('is', 'VBZ'), ('under', 'IN'), ('the', 'DT'), ('bed', 'NN'), ('.', '.')]"
HIND4215319,,1,[]
HIND3663335,There are threeteen cars at the airport.,3,"[('There', 'EX'), ('are', 'VBP'), ('threeteen', 'JJ'), ('cars', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND3663335,There are one cars at the airport.,3,"[('There', 'EX'), ('are', 'VBP'), ('one', 'CD'), ('cars', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND3663335,There are thirteen cars at the airport.,3,"[('There', 'EX'), ('are', 'VBP'), ('thirteen', 'JJ'), ('cars', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND3663335,,3,[]
HIND3787519,Your father is a smart.,2,"[('Your', 'PRP$'), ('father', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('smart', 'NN'), ('.', '.')]"
HIND3787519,Your father is smart.,2,"[('Your', 'PRP$'), ('father', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3787519,Your father is smarty.,2,"[('Your', 'PRP$'), ('father', 'NN'), ('is', 'VBZ'), ('smarty', 'JJ'), ('.', '.')]"
HIND3787519,,2,[]
HIND4675838,Can I has some milk please?,2,"[('Can', 'MD'), ('I', 'PRP'), ('has', 'VBZ'), ('some', 'DT'), ('milk', 'NN'), ('please', 'VB'), ('?', '.')]"
HIND4675838,Can I have some milk please?,2,"[('Can', 'MD'), ('I', 'PRP'), ('have', 'VB'), ('some', 'DT'), ('milk', 'NN'), ('please', 'VB'), ('?', '.')]"
HIND4675838,Can I am have some milk please?,2,"[('Can', 'MD'), ('I', 'PRP'), ('am', 'VBP'), ('have', 'VBP'), ('some', 'DT'), ('milk', 'NN'), ('please', 'VB'), ('?', '.')]"
HIND4675838,Can I having some milk please?,2,"[('Can', 'MD'), ('I', 'PRP'), ('having', 'VBG'), ('some', 'DT'), ('milk', 'NN'), ('please', 'VB'), ('?', '.')]"
HIND4444506,London has noisy neighborhoods.,1,"[('London', 'NNP'), ('has', 'VBZ'), ('noisy', 'VBN'), ('neighborhoods', 'NNS'), ('.', '.')]"
HIND4444506,London has noise neighborhoods.,1,"[('London', 'NNP'), ('has', 'VBZ'), ('noise', 'VBN'), ('neighborhoods', 'NNS'), ('.', '.')]"
HIND4444506,London has noisely neighborhoods.,1,"[('London', 'NNP'), ('has', 'VBZ'), ('noisely', 'RB'), ('neighborhoods', 'NNS'), ('.', '.')]"
HIND4444506,London has is noisy neighborhoods.,1,"[('London', 'NNP'), ('has', 'VBZ'), ('is', 'VBZ'), ('noisy', 'VBN'), ('neighborhoods', 'NNS'), ('.', '.')]"
HIND3259172,They are not my friends.,1,"[('They', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('my', 'PRP$'), ('friends', 'NNS'), ('.', '.')]"
HIND3259172,They do not my friends.,1,"[('They', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('my', 'PRP$'), ('friends', 'NNS'), ('.', '.')]"
HIND3259172,They is not my friends.,1,"[('They', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('my', 'PRP$'), ('friends', 'NNS'), ('.', '.')]"
HIND3259172,,1,[]
HIND2981978,Is you <male-name2>?,3,"[('Is', 'VBZ'), ('you', 'PRP'), ('John', 'NNP'), ('?', '.')]"
HIND2981978,Are you the <male-name2>?,3,"[('Are', 'NNP'), ('you', 'PRP'), ('the', 'DT'), ('John', 'NNP'), ('?', '.')]"
HIND2981978,Are you <male-name2>?,3,"[('Are', 'NNP'), ('you', 'PRP'), ('John', 'NNP'), ('?', '.')]"
HIND2981978,Do you <male-name2>?,3,"[('Do', 'VB'), ('you', 'PRP'), ('John', 'NNP'), ('?', '.')]"
HIND3081674,Me speak <language-name3>.,2,"[('Me', 'NNP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3081674,I speak <language-name3>.,2,"[('I', 'PRP'), ('speak', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3081674,I am speak <language-name3>.,2,"[('I', 'PRP'), ('am', 'VBP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3081674,I does speak <language-name3>.,2,"[('I', 'PRP'), ('does', 'VBZ'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3597681,Her husband is smart.,1,"[('Her', 'PRP$'), ('husband', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3597681,His husband is smart.,1,"[('His', 'PRP$'), ('husband', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3597681,She husband is smart.,1,"[('She', 'PRP'), ('husband', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3597681,,1,[]
HIND3115349,I speaks a little <language-name2>.,2,"[('I', 'PRP'), ('speaks', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3115349,I speak a little <language-name2>.,2,"[('I', 'PRP'), ('speak', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3115349,I am speaking a little <language-name2>.,2,"[('I', 'PRP'), ('am', 'VBP'), ('speaking', 'VBG'), ('a', 'DT'), ('little', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3115349,I am speak a little <language-name2>.,2,"[('I', 'PRP'), ('am', 'VBP'), ('speak', 'VB'), ('a', 'DT'), ('little', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND4814628,am Hindi easy?,4,"[('am', 'VBP'), ('Hindi', 'NNP'), ('easy', 'NN'), ('?', '.')]"
HIND4814628,are Hindi easy?,4,"[('are', 'VBP'), ('Hindi', 'NNP'), ('easy', 'JJ'), ('?', '.')]"
HIND4814628,has Hindi easy?,4,"[('has', 'VBZ'), ('Hindi', 'VBN'), ('easy', 'JJ'), ('?', '.')]"
HIND4814628,is Hindi easy?,4,"[('is', 'VBZ'), ('Hindi', 'NNP'), ('easy', 'JJ'), ('?', '.')]"
HIND4536122,There is a bookstore near my house.,1,"[('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('bookstore', 'NN'), ('near', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('.', '.')]"
HIND4536122,There are a bookstore near my house.,1,"[('There', 'EX'), ('are', 'VBP'), ('a', 'DT'), ('bookstore', 'NN'), ('near', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('.', '.')]"
HIND4536122,Is a bookstore near my house.,1,"[('Is', 'VBZ'), ('a', 'DT'), ('bookstore', 'NN'), ('near', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('.', '.')]"
HIND4536122,,1,[]
HIND4264130,Where do Mr. and Mrs. <default-female-surname> live?,1,"[('Where', 'WRB'), ('do', 'VB'), ('Mr.', 'NNP'), ('and', 'CC'), ('Mrs.', 'NNP'), ('Khan', 'NNP'), ('live', 'VB'), ('?', '.')]"
HIND4264130,Where do Mr. and Mrs. <default-female-surname> lives?,1,"[('Where', 'WRB'), ('do', 'VB'), ('Mr.', 'NNP'), ('and', 'CC'), ('Mrs.', 'NNP'), ('Khan', 'NNP'), ('lives', 'VBZ'), ('?', '.')]"
HIND4264130,Where do Mr. and Mrs. <default-female-surname> living?,1,"[('Where', 'WRB'), ('do', 'VB'), ('Mr.', 'NNP'), ('and', 'CC'), ('Mrs.', 'NNP'), ('Khan', 'NNP'), ('living', 'NN'), ('?', '.')]"
HIND4264130,,1,[]
HIND3891789,I hear with my nose.,2,"[('I', 'PRP'), ('hear', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('nose', 'NN'), ('.', '.')]"
