,Slide ID,Options,Correct ID,pos_array,pos_delta
379,HIND3972054,<default-female-name> is not have two daughters.,2,"[""('Sarah', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('have', 'VB')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]","[""('Sarah', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')""]"
380,HIND2965485,They aren't Chinese.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('Chinese', 'NNP')"", ""('.', '.')""]",[]
381,HIND2965485,They're aren't Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('Chinese', 'NNP')"", ""('.', '.')""]","['(""\'re"", \'VBP\')']"
382,HIND2965485,They're are not Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('are', 'VBP')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('Chinese', 'JJ')"", '(""\'re"", \'VBP\')', ""('not', 'RB')""]"
383,HIND2965485,,1,[],[]
384,HIND4848304,He doesn't have a apples.,3,"[""('He', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('a', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]","[""('a', 'DT')""]"
385,HIND4848304,He doesn't have some apples.,3,"[""('He', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('some', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]","[""('some', 'DT')""]"
386,HIND4848304,He doesn't have any apples.,3,"[""('He', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('any', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]",[]
387,HIND4848304,,3,[],[]
388,HIND2923189,Your American.,3,"[""('Your', 'PRP$')"", ""('American', 'JJ')"", ""('.', '.')""]","[""('Your', 'PRP$')""]"
389,HIND2923189,Your're American.,3,"[""('Your', 'PRP$')"", '(""\'re"", \'VBP\')', ""('American', 'JJ')"", ""('.', '.')""]","[""('Your', 'PRP$')""]"
390,HIND2923189,You're American.,3,"[""('You', 'PRP')"", '(""\'re"", \'VBP\')', ""('American', 'JJ')"", ""('.', '.')""]",[]
391,HIND2923189,Your are American.,3,"[""('Your', 'PRP$')"", ""('are', 'VBP')"", ""('American', 'JJ')"", ""('.', '.')""]","[""('Your', 'PRP$')"", ""('are', 'VBP')""]"
392,HIND3970797,I don't has two sons.,2,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('has', 'VBZ')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
393,HIND3970797,I don't have two sons.,2,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]",[]
394,HIND3970797,I doesn't have two sons.,2,"[""('I', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
395,HIND3970797,,2,[],[]
396,HIND3429397,is this your daughter?,1,"[""('is', 'VBZ')"", ""('this', 'DT')"", ""('your', 'PRP$')"", ""('daughter', 'NN')"", ""('?', '.')""]",[]
397,HIND3429397,am this your daughter?,1,"[""('am', 'VBP')"", ""('this', 'DT')"", ""('your', 'PRP$')"", ""('daughter', 'NN')"", ""('?', '.')""]","[""('am', 'VBP')""]"
398,HIND3429397,are this your daughter?,1,"[""('are', 'VBP')"", ""('this', 'DT')"", ""('your', 'PRP$')"", ""('daughter', 'NN')"", ""('?', '.')""]","[""('are', 'VBP')""]"
399,HIND3429397,,1,[],[]
400,HIND4319927,Do you works at <default-company-name>?,2,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('works', 'VB')"", ""('at', 'IN')"", ""('Microsoft', 'NNP')"", ""('?', '.')""]","[""('works', 'VB')""]"
401,HIND4319927,Do you work at <default-company-name>?,2,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('work', 'VB')"", ""('at', 'IN')"", ""('Microsoft', 'NNP')"", ""('?', '.')""]",[]
402,HIND4319927,Do you working at <default-company-name>?,2,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('working', 'VBG')"", ""('at', 'IN')"", ""('Microsoft', 'NNP')"", ""('?', '.')""]","[""('Do', 'VBP')"", ""('working', 'VBG')""]"
403,HIND4319927,,2,[],[]
404,HIND4728596,How much pairs of shoes do you have?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('pairs', 'NN')"", ""('of', 'IN')"", ""('shoes', 'NNS')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('much', 'JJ')"", ""('pairs', 'NN')""]"
405,HIND4728596,How many pairs of shoes do you have?,2,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('pairs', 'NNS')"", ""('of', 'IN')"", ""('shoes', 'NNS')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]",[]
406,HIND4728596,How manies pairs of shoes do you have?,2,"[""('How', 'WRB')"", ""('manies', 'NNS')"", ""('pairs', 'VBP')"", ""('of', 'IN')"", ""('shoes', 'NNS')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('manies', 'NNS')"", ""('pairs', 'VBP')""]"
407,HIND4728596,Hows many pairs of shoes do you have?,2,"[""('Hows', 'NNP')"", ""('many', 'JJ')"", ""('pairs', 'NNS')"", ""('of', 'IN')"", ""('shoes', 'NNS')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('Hows', 'NNP')""]"
408,HIND4187444,<default-male-name>''s bag is in the room.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('.', '.')""]",[]
409,HIND4187444,<default-male-name>''s bag is at the room.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
410,HIND4187444,<default-male-name>''s bag is on the room.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('.', '.')""]","[""('on', 'IN')""]"
411,HIND4187444,,1,[],[]
412,HIND3584594,Our brother speak Japanese.,3,"[""('Our', 'PRP$')"", ""('brother', 'NN')"", ""('speak', 'JJ')"", ""('Japanese', 'JJ')"", ""('.', '.')""]","[""('speak', 'JJ')""]"
413,HIND3584594,Our brother speaking Japanese.,3,"[""('Our', 'PRP$')"", ""('brother', 'NN')"", ""('speaking', 'VBG')"", ""('Japanese', 'JJ')"", ""('.', '.')""]","[""('speaking', 'VBG')""]"
414,HIND3584594,Our brother speaks Japanese.,3,"[""('Our', 'PRP$')"", ""('brother', 'NN')"", ""('speaks', 'VBZ')"", ""('Japanese', 'JJ')"", ""('.', '.')""]",[]
415,HIND3584594,,3,[],[]
416,HIND4830024,Do you have a black skirt?,1,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('black', 'JJ')"", ""('skirt', 'NN')"", ""('?', '.')""]",[]
417,HIND4830024,Do you have the black skirt?,1,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('the', 'DT')"", ""('black', 'JJ')"", ""('skirt', 'NN')"", ""('?', '.')""]","[""('the', 'DT')""]"
418,HIND4830024,Do you have an black skirt?,1,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('an', 'DT')"", ""('black', 'JJ')"", ""('skirt', 'NN')"", ""('?', '.')""]","[""('an', 'DT')""]"
419,HIND4830024,,1,[],[]
420,HIND2964044,Your not American.,3,"[""('Your', 'PRP$')"", ""('not', 'RB')"", ""('American', 'NNP')"", ""('.', '.')""]","[""('Your', 'PRP$')"", ""('American', 'NNP')""]"
421,HIND2964044,Your're not American.,3,"[""('Your', 'PRP$')"", '(""\'re"", \'VBP\')', ""('not', 'RB')"", ""('American', 'JJ')"", ""('.', '.')""]","[""('Your', 'PRP$')""]"
422,HIND2964044,You're not American.,3,"[""('You', 'PRP')"", '(""\'re"", \'VBP\')', ""('not', 'RB')"", ""('American', 'JJ')"", ""('.', '.')""]",[]
423,HIND2964044,Your aren't American.,3,"[""('Your', 'PRP$')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('American', 'NNP')"", ""('.', '.')""]","['(""n\'t"", \'RB\')', ""('Your', 'PRP$')"", ""('American', 'NNP')"", ""('are', 'VBP')""]"
424,HIND4844271,Are a of your sisters married?,3,"[""('Are', 'VBP')"", ""('a', 'DT')"", ""('of', 'IN')"", ""('your', 'PRP$')"", ""('sisters', 'NNS')"", ""('married', 'VBN')"", ""('?', '.')""]","[""('Are', 'VBP')"", ""('a', 'DT')""]"
425,HIND4844271,Are many of your sisters married?,3,"[""('Are', 'NNP')"", ""('many', 'JJ')"", ""('of', 'IN')"", ""('your', 'PRP$')"", ""('sisters', 'NNS')"", ""('married', 'VBN')"", ""('?', '.')""]","[""('many', 'JJ')""]"
426,HIND4844271,Are any of your sisters married?,3,"[""('Are', 'NNP')"", ""('any', 'DT')"", ""('of', 'IN')"", ""('your', 'PRP$')"", ""('sisters', 'NNS')"", ""('married', 'VBN')"", ""('?', '.')""]",[]
427,HIND4844271,,3,[],[]
428,HIND2921474,They're Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
429,HIND2921474,They're are Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('are', 'VBP')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('are', 'VBP')""]"
430,HIND2921474,They's Chinese.,1,"[""('They', 'PRP')"", '(""\'s"", \'POS\')', ""('Chinese', 'NNP')"", ""('.', '.')""]","['(""\'s"", \'POS\')', ""('Chinese', 'NNP')""]"
431,HIND2921474,Their Chinese.,1,"[""('Their', 'PRP$')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('Their', 'PRP$')""]"
432,HIND4768215,I want a sugar.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('a', 'DT')"", ""('sugar', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
433,HIND4768215,I want few sugar.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('few', 'JJ')"", ""('sugar', 'NN')"", ""('.', '.')""]","[""('few', 'JJ')""]"
434,HIND4768215,I want some sugar.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('some', 'DT')"", ""('sugar', 'NN')"", ""('.', '.')""]",[]
435,HIND4768215,I want many sugar.,3,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('many', 'JJ')"", ""('sugar', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
436,HIND4600462,Siddhivinayak is a famous beach in Mumbai.,3,"[""('Siddhivinayak', 'NNP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('beach', 'NN')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('beach', 'NN')""]"
437,HIND4600462,Siddhivinayak is a famous temple in Delhi.,3,"[""('Siddhivinayak', 'NNP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('temple', 'NN')"", ""('in', 'IN')"", ""('Delhi', 'NNP')"", ""('.', '.')""]","[""('Delhi', 'NNP')""]"
438,HIND4600462,Siddhivinayak is a famous temple in Mumbai.,3,"[""('Siddhivinayak', 'NNP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('temple', 'NN')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]",[]
439,HIND4600462,,3,[],[]
440,HIND4781128,There is some water in the glass.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('some', 'DT')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]",[]
441,HIND4781128,There is few water in the glass.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('few', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('few', 'JJ')""]"
442,HIND4781128,There is a water in the glass.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
443,HIND4781128,,1,[],[]
444,HIND3942793,Do they have a dog?,1,"[""('Do', 'VBP')"", ""('they', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('?', '.')""]",[]
445,HIND3942793,Do they has a dog?,1,"[""('Do', 'VBP')"", ""('they', 'PRP')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('?', '.')""]","[""('has', 'VBZ')""]"
446,HIND3942793,Do they are have a dog?,1,"[""('Do', 'IN')"", ""('they', 'PRP')"", ""('are', 'VBP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Do', 'IN')"", ""('are', 'VBP')""]"
447,HIND3942793,,1,[],[]
448,HIND3715965,I am in my thirty.,4,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('thirty', 'NN')"", ""('.', '.')""]","[""('thirty', 'NN')""]"
449,HIND3715965,I am in my thirtieth.,4,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('thirtieth', 'NN')"", ""('.', '.')""]","[""('thirtieth', 'NN')""]"
450,HIND3715965,I am in my thirty two.,4,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('thirty', 'NN')"", ""('two', 'CD')"", ""('.', '.')""]","[""('thirty', 'NN')"", ""('two', 'CD')""]"
451,HIND3715965,I am in my thirties.,4,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('thirties', 'NNS')"", ""('.', '.')""]",[]
452,HIND4717643,How many tea.,2,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('tea', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
453,HIND4717643,How much tea.,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('tea', 'NN')"", ""('.', '.')""]",[]
454,HIND4717643,,2,[],[]
455,HIND4717643,,2,[],[]
456,HIND3799802,This is red bag.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('red', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]",[]
457,HIND3799802,This is a red bag.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('red', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]",[]
458,HIND3799802,This is reds bag.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('reds', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('reds', 'JJ')""]"
459,HIND3799802,,2,[],[]
460,HIND2916926,"He is from France, He're French.",3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('France', 'NNP')"", ""(',', ',')"", ""('He', 'PRP')"", '(""\'re"", \'VBP\')', ""('French', 'JJ')"", ""('.', '.')""]","['(""\'re"", \'VBP\')']"
461,HIND2916926,"He is from France, He's is French.",3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('France', 'NNP')"", ""(',', ',')"", ""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('is', 'VBZ')"", ""('French', 'JJ')"", ""('.', '.')""]",[]
462,HIND2916926,"He is from France, He's French.",3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('France', 'NNP')"", ""(',', ',')"", ""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('French', 'JJ')"", ""('.', '.')""]",[]
463,HIND2916926,"He is from France, Hes's French.",3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('France', 'NNP')"", ""(',', ',')"", ""('Hes', 'NNP')"", '(""\'s"", \'POS\')', ""('French', 'NNP')"", ""('.', '.')""]","[""('Hes', 'NNP')"", '(""\'s"", \'POS\')', ""('French', 'NNP')""]"
464,HIND3854247,I hear with my eyes.,3,"[""('I', 'PRP')"", ""('hear', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('eyes', 'NNS')"", ""('.', '.')""]","[""('hear', 'VBP')""]"
465,HIND3854247,I run with my eyes.,3,"[""('I', 'PRP')"", ""('run', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('eyes', 'NNS')"", ""('.', '.')""]","[""('run', 'VBP')""]"
466,HIND3854247,I see with my eyes.,3,"[""('I', 'PRP')"", ""('see', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('eyes', 'NNS')"", ""('.', '.')""]",[]
467,HIND3854247,,3,[],[]
468,HIND4852732,There is a rice in the fridge.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('rice', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
469,HIND4852732,There is the rice in the fridge.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('rice', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('.', '.')""]",[]
470,HIND4852732,There is some rice in the fridge.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('some', 'DT')"", ""('rice', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('.', '.')""]",[]
471,HIND4852732,There is any rice in the fridge.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('any', 'DT')"", ""('rice', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('.', '.')""]","[""('any', 'DT')""]"
472,HIND3947706,Have you have siblings?,3,"[""('Have', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('siblings', 'NNS')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Have', 'VBP')""]"
473,HIND3947706,Does you have siblings?,3,"[""('Does', 'NNP')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('siblings', 'NNS')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Does', 'NNP')""]"
474,HIND3947706,Do you have siblings?,3,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('siblings', 'NNS')"", ""('?', '.')""]",[]
475,HIND3947706,,3,[],[]
476,HIND4775929,How much juice are there in the glass?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('juice', 'NN')"", ""('are', 'VBP')"", ""('there', 'RB')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('?', '.')""]","[""('are', 'VBP')""]"
477,HIND4775929,How much juice is there in the glass?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('juice', 'NN')"", ""('is', 'VBZ')"", ""('there', 'RB')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('?', '.')""]",[]
478,HIND4775929,How much juices are there in the glass?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('juices', 'NNS')"", ""('are', 'VBP')"", ""('there', 'RB')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('?', '.')""]","[""('juices', 'NNS')"", ""('are', 'VBP')""]"
479,HIND4775929,,2,[],[]
480,HIND4599114,Marine drive is a famous park in Mumbai.,2,"[""('Marine', 'NNP')"", ""('drive', 'NN')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('park', 'NN')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('park', 'NN')""]"
481,HIND4599114,Marine drive is a famous street in Mumbai.,2,"[""('Marine', 'NNP')"", ""('drive', 'NN')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('street', 'NN')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]",[]
482,HIND4599114,Marine drive is a famous hospital in Mumbai.,2,"[""('Marine', 'NNP')"", ""('drive', 'NN')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('famous', 'JJ')"", ""('hospital', 'NN')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('hospital', 'NN')""]"
483,HIND4599114,,2,[],[]
484,HIND3423630,<default-male-name2>''s bag is heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('heavy', 'JJ')"", ""('.', '.')""]",[]
485,HIND3423630,<default-male-name2>''s bag am heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('am', 'VBP')"", ""('heavy', 'JJ')"", ""('.', '.')""]","[""('am', 'VBP')""]"
486,HIND3423630,<default-male-name2>''s bag are heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('are', 'VBP')"", ""('heavy', 'JJ')"", ""('.', '.')""]","[""('are', 'VBP')""]"
487,HIND3423630,,1,[],[]
488,HIND3634128,How many cars you have?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('cars', 'NNS')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('?', '.')""]","[""('have', 'VBP')""]"
489,HIND3634128,How many cars you has?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('cars', 'NNS')"", ""('you', 'PRP')"", ""('has', 'VBZ')"", ""('?', '.')""]","[""('has', 'VBZ')""]"
490,HIND3634128,How many cars do you have?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('cars', 'NNS')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]",[]
491,HIND3634128,,3,[],[]
492,HIND3411029,Excuse me! Is you a teacher?,3,"[""('Excuse', 'IN')"", ""('me', 'PRP')"", ""('!', '.')"", ""('Is', 'VBZ')"", ""('you', 'PRP')"", ""('a', 'DT')"", ""('teacher', 'NN')"", ""('?', '.')""]","[""('Is', 'VBZ')""]"
493,HIND3411029,Excuse me! Am you a teacher?,3,"[""('Excuse', 'IN')"", ""('me', 'PRP')"", ""('!', '.')"", ""('Am', 'NNP')"", ""('you', 'PRP')"", ""('a', 'DT')"", ""('teacher', 'NN')"", ""('?', '.')""]","[""('Am', 'NNP')""]"
494,HIND3411029,Excuse me! Are you a teacher?,3,"[""('Excuse', 'IN')"", ""('me', 'PRP')"", ""('!', '.')"", ""('Are', 'NNP')"", ""('you', 'PRP')"", ""('a', 'DT')"", ""('teacher', 'NN')"", ""('?', '.')""]",[]
495,HIND3411029,Excuse me! Do you a teacher?,3,"[""('Excuse', 'IN')"", ""('me', 'PRP')"", ""('!', '.')"", ""('Do', 'VB')"", ""('you', 'PRP')"", ""('a', 'DT')"", ""('teacher', 'NN')"", ""('?', '.')""]","[""('Do', 'VB')""]"
496,HIND3973267,<default-male-name> doesn''t has a dog.,2,"[""('John', 'NNP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('has', 'VBZ')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
497,HIND3973267,<default-male-name> doesn''t have a dog.,2,"[""('John', 'NNP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]",[]
498,HIND3973267,<default-male-name> don''t has a dog.,2,"[""('John', 'NNP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('has', 'VBZ')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]","[""('has', 'VBZ')"", ""('do', 'VBP')""]"
499,HIND3973267,<default-male-name> is not have a dog.,2,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('dog', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('not', 'RB')""]"
500,HIND3535222,My brother and sister is smart.,2,"[""('My', 'PRP$')"", ""('brother', 'NN')"", ""('and', 'CC')"", ""('sister', 'NN')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
501,HIND3535222,My brother and sister are smart.,2,"[""('My', 'PRP$')"", ""('brother', 'NN')"", ""('and', 'CC')"", ""('sister', 'NN')"", ""('are', 'VBP')"", ""('smart', 'JJ')"", ""('.', '.')""]",[]
502,HIND3535222,My brother and sister am smart.,2,"[""('My', 'PRP$')"", ""('brother', 'NN')"", ""('and', 'CC')"", ""('sister', 'NN')"", ""('am', 'VBP')"", ""('smart', 'RB')"", ""('.', '.')""]","[""('am', 'VBP')"", ""('smart', 'RB')""]"
503,HIND3535222,,2,[],[]
504,HIND4186197,<default-male-name>''s bag is in the table.,3,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('in', 'IN')""]"
505,HIND4186197,<default-male-name>''s bag is at the table.,3,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
506,HIND4186197,<default-male-name>''s bag is on the table.,3,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]",[]
507,HIND4186197,,3,[],[]
508,HIND3226147,She don't speak English.,2,"[""('She', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('speak', 'VB')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('do', 'VBP')""]"
509,HIND3226147,She doesn't speak English.,2,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('speak', 'VB')"", ""('English', 'NNP')"", ""('.', '.')""]",[]
510,HIND3226147,She is not speak English.,2,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('speak', 'JJ')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('speak', 'JJ')"", ""('is', 'VBZ')"", ""('not', 'RB')""]"
511,HIND3226147,,2,[],[]
